name,  author, description, category, url, date, picture
Becoming Alpha, Aileen Erin, 'When vampires attack St. Alibe’s and her visions pinpoint an enemy in their midst, Tessa realizes that boy drama and her newfound canine tendencies might just be the least of her problems',  Fantasy, https://allnovel.net/becoming-alpha-alpha-girl-1.html, 2016-02-20,https://allnovel.net/images/becoming-alpha-alpha-girl-1.jpg 
Guards!Guards!, Terry Prachett, Here there be dragons . . . and the denizens of Ankh-Morpork wish one huge firebreather would return from whence it came., Humor, https://allnovel.net/guards-guards-discworld-8.html, 2015-03-10, https://allnovel.net/images/guards-guards-discworld-8.jpg
